,Total population,Hispanic or Latino,"Total population, not Hispanic or Latino",One race total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races
"Block 3009, Block Group 3, Census Tract 107, San Francisco County, California",224,2,222,222,42,16,0,164,0,0,2
"Block 4000, Block Group 4, Census Tract 107, San Francisco County, California",727,14,713,717,40,3,5,664,0,5,10
"Block 4001, Block Group 4, Census Tract 107, San Francisco County, California",768,13,755,764,51,5,0,704,1,3,4
"Block 4002, Block Group 4, Census Tract 107, San Francisco County, California",279,2,277,279,4,1,0,274,0,0,0
"Block 1000, Block Group 1, Census Tract 108, San Francisco County, California",157,2,155,155,127,4,0,24,0,0,2
"Block 1001, Block Group 1, Census Tract 108, San Francisco County, California",293,8,285,288,252,0,0,32,0,4,5
"Block 1002, Block Group 1, Census Tract 108, San Francisco County, California",153,2,151,153,108,5,0,40,0,0,0
"Block 1003, Block Group 1, Census Tract 108, San Francisco County, California",123,1,122,114,83,0,0,30,0,1,9
"Block 1004, Block Group 1, Census Tract 108, San Francisco County, California",155,6,149,153,75,4,1,73,0,0,2
"Block 1005, Block Group 1, Census Tract 108, San Francisco County, California",318,9,309,309,149,3,0,155,0,2,9
"Block 2000, Block Group 2, Census Tract 108, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 108, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2002, Block Group 2, Census Tract 108, San Francisco County, California",18,0,18,18,17,0,0,1,0,0,0
"Block 2003, Block Group 2, Census Tract 108, San Francisco County, California",68,5,63,68,61,2,0,3,0,2,0
"Block 2004, Block Group 2, Census Tract 108, San Francisco County, California",109,5,104,106,59,1,0,45,0,1,3
"Block 2005, Block Group 2, Census Tract 108, San Francisco County, California",115,7,108,109,61,2,0,44,0,2,6
"Block 2006, Block Group 2, Census Tract 108, San Francisco County, California",385,8,377,382,25,0,0,357,0,0,3
"Block 2007, Block Group 2, Census Tract 108, San Francisco County, California",71,6,65,71,40,0,1,25,0,5,0
"Block 2008, Block Group 2, Census Tract 108, San Francisco County, California",122,3,119,119,50,0,0,69,0,0,3
"Block 2009, Block Group 2, Census Tract 108, San Francisco County, California",168,7,161,166,59,1,0,105,0,1,2
"Block 2010, Block Group 2, Census Tract 108, San Francisco County, California",188,8,180,185,43,0,0,136,0,6,3
"Block 2011, Block Group 2, Census Tract 108, San Francisco County, California",345,8,337,333,140,1,0,189,0,3,12
"Block 3000, Block Group 3, Census Tract 108, San Francisco County, California",244,4,240,241,43,0,0,196,1,1,3
"Block 3001, Block Group 3, Census Tract 108, San Francisco County, California",212,7,205,205,91,4,1,108,1,0,7
"Block 3002, Block Group 3, Census Tract 108, San Francisco County, California",388,25,363,378,200,4,1,166,0,7,10
"Block 3003, Block Group 3, Census Tract 108, San Francisco County, California",332,21,311,312,226,3,1,78,0,4,20
"Block 3004, Block Group 3, Census Tract 108, San Francisco County, California",237,10,227,231,118,4,0,109,0,0,6
"Block 3005, Block Group 3, Census Tract 108, San Francisco County, California",377,14,363,367,213,5,0,146,0,3,10
"Block 1000, Block Group 1, Census Tract 109, San Francisco County, California",252,12,240,245,221,3,1,18,0,2,7
"Block 1001, Block Group 1, Census Tract 109, San Francisco County, California",248,11,237,235,183,3,1,44,0,4,13
"Block 1002, Block Group 1, Census Tract 109, San Francisco County, California",29,2,27,27,19,0,0,8,0,0,2
"Block 1003, Block Group 1, Census Tract 109, San Francisco County, California",50,3,47,45,30,0,0,15,0,0,5
"Block 1004, Block Group 1, Census Tract 109, San Francisco County, California",244,25,219,242,203,3,1,30,0,5,2
"Block 1005, Block Group 1, Census Tract 109, San Francisco County, California",85,3,82,78,45,0,0,30,0,3,7
"Block 1006, Block Group 1, Census Tract 109, San Francisco County, California",59,3,56,54,41,0,0,13,0,0,5
"Block 1007, Block Group 1, Census Tract 109, San Francisco County, California",41,0,41,38,31,0,0,7,0,0,3
"Block 2000, Block Group 2, Census Tract 109, San Francisco County, California",294,11,283,290,227,0,1,62,0,0,4
"Block 2001, Block Group 2, Census Tract 109, San Francisco County, California",279,12,267,275,201,0,1,65,0,8,4
"Block 2002, Block Group 2, Census Tract 109, San Francisco County, California",309,13,296,298,257,3,0,36,0,2,11
"Block 2003, Block Group 2, Census Tract 109, San Francisco County, California",228,14,214,224,182,2,1,36,0,3,4
"Block 2004, Block Group 2, Census Tract 109, San Francisco County, California",246,19,227,240,135,3,0,92,0,10,6
"Block 2005, Block Group 2, Census Tract 109, San Francisco County, California",290,18,272,274,170,5,0,99,0,0,16
"Block 3000, Block Group 3, Census Tract 109, San Francisco County, California",262,15,247,257,217,7,0,27,0,6,5
"Block 3001, Block Group 3, Census Tract 109, San Francisco County, California",218,27,191,212,175,1,0,28,0,8,6
"Block 3002, Block Group 3, Census Tract 109, San Francisco County, California",17,4,13,16,15,0,0,1,0,0,1
"Block 3003, Block Group 3, Census Tract 109, San Francisco County, California",312,24,288,304,253,3,0,37,1,10,8
"Block 3004, Block Group 3, Census Tract 109, San Francisco County, California",269,19,250,260,220,2,0,35,0,3,9
"Block 3005, Block Group 3, Census Tract 109, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3006, Block Group 3, Census Tract 109, San Francisco County, California",206,18,188,197,158,0,0,32,0,7,9
"Block 3007, Block Group 3, Census Tract 109, San Francisco County, California",64,5,59,58,7,2,0,49,0,0,6
"Block 3008, Block Group 3, Census Tract 109, San Francisco County, California",318,8,310,315,106,4,0,202,0,3,3
"Block 3009, Block Group 3, Census Tract 109, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 110, San Francisco County, California",3,0,3,3,0,0,0,3,0,0,0
"Block 1001, Block Group 1, Census Tract 110, San Francisco County, California",21,1,20,21,4,1,0,15,0,1,0
"Block 1002, Block Group 1, Census Tract 110, San Francisco County, California",5,2,3,2,0,0,0,2,0,0,3
"Block 1003, Block Group 1, Census Tract 110, San Francisco County, California",151,6,145,147,101,6,0,39,0,1,4
"Block 1004, Block Group 1, Census Tract 110, San Francisco County, California",137,1,136,130,73,2,1,53,0,1,7
"Block 1005, Block Group 1, Census Tract 110, San Francisco County, California",115,6,109,110,44,0,0,62,0,4,5
"Block 1006, Block Group 1, Census Tract 110, San Francisco County, California",14,1,13,14,8,0,0,6,0,0,0
"Block 1007, Block Group 1, Census Tract 110, San Francisco County, California",173,11,162,166,99,18,2,43,2,2,7
"Block 1008, Block Group 1, Census Tract 110, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 110, San Francisco County, California",171,17,154,161,120,2,0,32,0,7,10
"Block 1010, Block Group 1, Census Tract 110, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1011, Block Group 1, Census Tract 110, San Francisco County, California",77,11,66,73,39,0,0,26,0,8,4
"Block 2000, Block Group 2, Census Tract 110, San Francisco County, California",557,18,539,545,120,13,0,405,0,7,12
"Block 2001, Block Group 2, Census Tract 110, San Francisco County, California",301,17,284,299,107,0,0,184,0,8,2
"Block 2002, Block Group 2, Census Tract 110, San Francisco County, California",250,13,237,245,97,0,0,146,0,2,5
"Block 2003, Block Group 2, Census Tract 110, San Francisco County, California",148,10,138,148,128,1,0,18,0,1,0
"Block 2004, Block Group 2, Census Tract 110, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2005, Block Group 2, Census Tract 110, San Francisco County, California",279,5,274,266,103,3,0,158,0,2,13
"Block 2006, Block Group 2, Census Tract 110, San Francisco County, California",395,15,380,384,228,3,0,149,0,4,11
"Block 3000, Block Group 3, Census Tract 110, San Francisco County, California",508,17,491,494,226,5,0,258,0,5,14
"Block 3001, Block Group 3, Census Tract 110, San Francisco County, California",394,15,379,373,244,7,1,118,1,2,21
"Block 3002, Block Group 3, Census Tract 110, San Francisco County, California",340,14,326,330,129,3,0,194,0,4,10
"Block 3003, Block Group 3, Census Tract 110, San Francisco County, California",442,17,425,434,164,5,1,260,0,4,8
"Block 3004, Block Group 3, Census Tract 110, San Francisco County, California",148,8,140,142,108,4,1,28,0,1,6
"Block 3005, Block Group 3, Census Tract 110, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3006, Block Group 3, Census Tract 110, San Francisco County, California",198,21,177,186,117,5,0,53,1,10,12
"Block 3007, Block Group 3, Census Tract 110, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 111, San Francisco County, California",415,21,394,396,239,7,2,143,2,3,19
"Block 1001, Block Group 1, Census Tract 111, San Francisco County, California",490,33,457,471,215,10,0,234,0,12,19
"Block 1002, Block Group 1, Census Tract 111, San Francisco County, California",417,56,361,398,251,9,2,122,2,12,19
"Block 1003, Block Group 1, Census Tract 111, San Francisco County, California",349,33,316,343,92,3,0,234,0,14,6
"Block 1004, Block Group 1, Census Tract 111, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 111, San Francisco County, California",353,25,328,339,213,16,1,102,2,5,14
"Block 1006, Block Group 1, Census Tract 111, San Francisco County, California",142,14,128,136,97,8,0,27,1,3,6
"Block 1007, Block Group 1, Census Tract 111, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 111, San Francisco County, California",447,44,403,435,249,13,0,157,1,15,12
"Block 2001, Block Group 2, Census Tract 111, San Francisco County, California",525,62,463,516,299,9,1,191,0,16,9
"Block 2002, Block Group 2, Census Tract 111, San Francisco County, California",364,20,344,350,205,8,0,134,0,3,14
"Block 2003, Block Group 2, Census Tract 111, San Francisco County, California",424,54,370,400,212,6,5,159,0,18,24
"Block 2004, Block Group 2, Census Tract 111, San Francisco County, California",239,10,229,235,91,14,0,126,1,3,4
"Block 2005, Block Group 2, Census Tract 111, San Francisco County, California",85,10,75,84,61,1,0,16,1,5,1
"Block 2006, Block Group 2, Census Tract 111, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3000, Block Group 3, Census Tract 111, San Francisco County, California",258,43,215,244,154,4,0,61,0,25,14
"Block 3001, Block Group 3, Census Tract 111, San Francisco County, California",186,26,160,170,121,5,0,41,0,3,16
"Block 3002, Block Group 3, Census Tract 111, San Francisco County, California",71,10,61,64,38,7,1,13,0,5,7
"Block 3003, Block Group 3, Census Tract 111, San Francisco County, California",71,15,56,69,17,2,5,40,0,5,2
"Block 3004, Block Group 3, Census Tract 111, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3005, Block Group 3, Census Tract 111, San Francisco County, California",165,9,156,164,65,9,0,88,0,2,1
"Block 3006, Block Group 3, Census Tract 111, San Francisco County, California",163,15,148,153,102,2,1,40,0,8,10
"Block 1000, Block Group 1, Census Tract 112, San Francisco County, California",204,1,203,202,16,0,0,185,0,1,2
"Block 1001, Block Group 1, Census Tract 112, San Francisco County, California",149,6,143,145,44,0,0,99,0,2,4
"Block 1002, Block Group 1, Census Tract 112, San Francisco County, California",278,13,265,275,26,0,0,237,1,11,3
"Block 1003, Block Group 1, Census Tract 112, San Francisco County, California",292,14,278,283,157,6,0,116,0,4,9
"Block 1004, Block Group 1, Census Tract 112, San Francisco County, California",385,23,362,370,276,6,0,84,0,4,15
"Block 1005, Block Group 1, Census Tract 112, San Francisco County, California",122,4,118,119,96,0,1,22,0,0,3
"Block 2000, Block Group 2, Census Tract 112, San Francisco County, California",155,3,152,151,107,2,0,42,0,0,4
"Block 2001, Block Group 2, Census Tract 112, San Francisco County, California",170,9,161,163,133,6,0,21,0,3,7
"Block 2002, Block Group 2, Census Tract 112, San Francisco County, California",180,8,172,179,148,1,1,21,3,5,1
"Block 2003, Block Group 2, Census Tract 112, San Francisco County, California",348,51,297,340,254,6,1,59,0,20,8
"Block 2004, Block Group 2, Census Tract 112, San Francisco County, California",164,13,151,159,103,7,0,47,0,2,5
"Block 2005, Block Group 2, Census Tract 112, San Francisco County, California",135,7,128,126,96,4,0,24,1,1,9
"Block 3000, Block Group 3, Census Tract 112, San Francisco County, California",281,5,276,275,156,7,0,107,1,4,6
"Block 3001, Block Group 3, Census Tract 112, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3002, Block Group 3, Census Tract 112, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3003, Block Group 3, Census Tract 112, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3004, Block Group 3, Census Tract 112, San Francisco County, California",4,0,4,4,4,0,0,0,0,0,0
"Block 3005, Block Group 3, Census Tract 112, San Francisco County, California",419,31,388,411,313,7,0,86,0,5,8
"Block 1000, Block Group 1, Census Tract 113, San Francisco County, California",265,0,265,259,2,0,0,257,0,0,6
"Block 1001, Block Group 1, Census Tract 113, San Francisco County, California",361,19,342,356,14,8,0,323,0,11,5
"Block 1002, Block Group 1, Census Tract 113, San Francisco County, California",235,9,226,233,40,1,0,187,0,5,2
"Block 1003, Block Group 1, Census Tract 113, San Francisco County, California",301,5,296,295,40,1,0,249,1,4,6
"Block 1004, Block Group 1, Census Tract 113, San Francisco County, California",348,15,333,340,91,2,0,245,0,2,8
"Block 1005, Block Group 1, Census Tract 113, San Francisco County, California",100,1,99,100,4,0,0,95,1,0,0
"Block 1006, Block Group 1, Census Tract 113, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 113, San Francisco County, California",252,1,251,249,4,2,0,243,0,0,3
"Block 2001, Block Group 2, Census Tract 113, San Francisco County, California",200,5,195,196,48,0,0,148,0,0,4
"Block 2002, Block Group 2, Census Tract 113, San Francisco County, California",267,0,267,266,5,0,0,261,0,0,1
"Block 2003, Block Group 2, Census Tract 113, San Francisco County, California",263,10,253,261,106,2,0,150,0,3,2
"Block 2004, Block Group 2, Census Tract 113, San Francisco County, California",111,1,110,110,93,0,0,17,0,0,1
"Block 2005, Block Group 2, Census Tract 113, San Francisco County, California",440,8,432,434,82,9,0,339,0,4,6
"Block 1000, Block Group 1, Census Tract 117, San Francisco County, California",4,0,4,4,4,0,0,0,0,0,0
"Block 1001, Block Group 1, Census Tract 117, San Francisco County, California",2,1,1,2,1,0,0,0,0,1,0
"Block 1002, Block Group 1, Census Tract 117, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 117, San Francisco County, California",6,0,6,6,1,3,0,2,0,0,0
"Block 1004, Block Group 1, Census Tract 117, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 117, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1006, Block Group 1, Census Tract 117, San Francisco County, California",1,0,1,1,0,1,0,0,0,0,0
"Block 1007, Block Group 1, Census Tract 117, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 117, San Francisco County, California",5,0,5,4,4,0,0,0,0,0,1
"Block 1009, Block Group 1, Census Tract 117, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1010, Block Group 1, Census Tract 117, San Francisco County, California",62,1,61,62,35,1,0,26,0,0,0
"Block 1011, Block Group 1, Census Tract 117, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1012, Block Group 1, Census Tract 117, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1013, Block Group 1, Census Tract 117, San Francisco County, California",3,0,3,3,0,0,0,3,0,0,0
"Block 1014, Block Group 1, Census Tract 117, San Francisco County, California",1,0,1,1,0,1,0,0,0,0,0
"Block 1015, Block Group 1, Census Tract 117, San Francisco County, California",3,0,3,3,3,0,0,0,0,0,0
"Block 1016, Block Group 1, Census Tract 117, San Francisco County, California",2,0,2,2,1,1,0,0,0,0,0
"Block 1017, Block Group 1, Census Tract 117, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1018, Block Group 1, Census Tract 117, San Francisco County, California",30,3,27,29,6,0,0,23,0,0,1
"Block 1019, Block Group 1, Census Tract 117, San Francisco County, California",215,5,210,212,20,1,0,191,0,0,3
"Block 1020, Block Group 1, Census Tract 117, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1021, Block Group 1, Census Tract 117, San Francisco County, California",208,27,181,197,126,10,0,49,0,12,11
"Block 1022, Block Group 1, Census Tract 117, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1023, Block Group 1, Census Tract 117, San Francisco County, California",5,3,2,5,2,0,0,0,0,3,0
"Block 1024, Block Group 1, Census Tract 117, San Francisco County, California",207,20,187,205,8,0,0,180,0,17,2
"Block 1025, Block Group 1, Census Tract 117, San Francisco County, California",10,2,8,9,6,3,0,0,0,0,1
"Block 1026, Block Group 1, Census Tract 117, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1027, Block Group 1, Census Tract 117, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
